fn,total ops,total mult,dram total,dram limb rd,dram limb wr,dram key rd,"total cycles (slow, worst case)","total cycles (slow, best case)",funits,logq,dnum,cache_size,ewe_energy,dram_energy,sram_area,ewe_area,total_energy,total_area
bootstrap,99495313408,44837502976,48302227456.0,18805964800.0,9628975104.0,19867287552.0,931377995.6923076,931377995.6923076,13,49,3,12845056,0.9267499768059042,24.730740457472,380062,188698,25.657490434277904,568760
bootstrap,99495313408,44837502976,48302227456.0,18805964800.0,9628975104.0,19867287552.0,864855534.8571429,864855534.8571429,14,49,3,12845056,0.9267499768059042,24.730740457472,380062,203213,25.657490434277904,583275
bootstrap,99495313408,44837502976,48302227456.0,18805964800.0,9628975104.0,19867287552.0,807202735.4666667,807202735.4666667,15,49,3,12845056,0.9267499768059042,24.730740457472,380062,217728,25.657490434277904,597790
bootstrap,116508065792,52094828544,60871114752.0,21928116224.0,11987648512.0,26955350016.0,1417975823.1999998,1417975823.1999998,10,49,4,10436608,1.077023819162325,31.166010753024,308798,145152,32.243034572186325,453950
bootstrap,116508065792,52094828544,60871114752.0,21928116224.0,11987648512.0,26955350016.0,1289075745.818182,1289075745.818182,11,49,4,10436608,1.077023819162325,31.166010753024,308798,159668,32.243034572186325,468466
bootstrap,116508065792,52094828544,60871114752.0,21928116224.0,11987648512.0,26955350016.0,1181659014.6666665,1181659014.6666665,12,49,4,10436608,1.077023819162325,31.166010753024,308798,174183,32.243034572186325,482981
bootstrap,116508065792,52094828544,60871114752.0,21928116224.0,11987648512.0,26955350016.0,1090767934.4615386,1090767934.4615386,13,49,4,10436608,1.077023819162325,31.166010753024,308798,188698,32.243034572186325,497496
bootstrap,116508065792,52094828544,60871114752.0,21928116224.0,11987648512.0,26955350016.0,1012861294.285714,1012861294.285714,14,49,4,10436608,1.077023819162325,31.166010753024,308798,203213,32.243034572186325,512011
bootstrap,116508065792,52094828544,60871114752.0,21928116224.0,11987648512.0,26955350016.0,945342206.1333334,945342206.1333334,15,49,4,10436608,1.077023819162325,31.166010753024,308798,217728,32.243034572186325,526526
bootstrap,131997761536,58629029888,72962326528.0,24673746944.0,14233124864.0,34055454720.0,1606663756.8000002,1606663756.8000002,10,49,5,8830976,1.2123757308894287,37.356711182336,261298,145152,38.569086913225426,406450
bootstrap,131997761536,58629029888,72962326528.0,24673746944.0,14233124864.0,34055454720.0,1460611269.8181818,1460611269.8181818,11,49,5,8830976,1.2123757308894287,37.356711182336,261298,159668,38.569086913225426,420966
bootstrap,131997761536,58629029888,72962326528.0,24673746944.0,14233124864.0,34055454720.0,1338900864.0,1338900864.0,12,49,5,8830976,1.2123757308894287,37.356711182336,261298,174183,38.569086913225426,435481
bootstrap,131997761536,58629029888,72962326528.0,24673746944.0,14233124864.0,34055454720.0,1235915136.0,1235915136.0,13,49,5,8830976,1.2123757308894287,37.356711182336,261298,188698,38.569086913225426,449996
bootstrap,131997761536,58629029888,72962326528.0,24673746944.0,14233124864.0,34055454720.0,1147641654.8571427,1147641654.8571427,14,49,5,8830976,1.2123757308894287,37.356711182336,261298,203213,38.569086913225426,464511
bootstrap,131997761536,58629029888,72962326528.0,24673746944.0,14233124864.0,34055454720.0,1071137971.2,1071137971.2,15,49,5,8830976,1.2123757308894287,37.356711182336,261298,217728,38.569086913225426,479026
bootstrap,149768634368,66196602880,85960720384.0,27595997184.0,16635953152.0,41728770048.0,1823329008.8,1823329008.8,10,49,6,7225344,1.3690829291851654,44.011888836608,198528,145152,45.38097176579316,343680
bootstrap,149768634368,66196602880,85960720384.0,27595997184.0,16635953152.0,41728770048.0,1657580719.6363635,1657580719.6363635,11,49,6,7225344,1.3690829291851654,44.011888836608,198528,159668,45.38097176579316,358196
bootstrap,149768634368,66196602880,85960720384.0,27595997184.0,16635953152.0,41728770048.0,1519457145.3333333,1519457145.3333333,12,49,6,7225344,1.3690829291851654,44.011888836608,198528,174183,45.38097176579316,372711
bootstrap,149768634368,66196602880,85960720384.0,27595997184.0,16635953152.0,41728770048.0,1402583351.6923077,1402583351.6923077,13,49,6,7225344,1.3690829291851654,44.011888836608,198528,188698,45.38097176579316,387226
bootstrap,149768634368,66196602880,85960720384.0,27595997184.0,16635953152.0,41728770048.0,1302405814.2857144,1302405814.2857144,14,49,6,7225344,1.3690829291851654,44.011888836608,198528,203213,45.38097176579316,401741
bootstrap,149768634368,66196602880,85960720384.0,27595997184.0,16635953152.0,41728770048.0,1215585281.8666668,1215585281.8666668,15,49,6,7225344,1.3690829291851654,44.011888836608,198528,217728,45.38097176579316,416256
bootstrap,79240101888,36034052096,35417292800.0,15243673600.0,7187660800.0,12985958400.0,964076845.6,964076845.6,10,50,2,17203200,0.7445754675945838,18.1336539136,545383,145152,18.878229381194583,690535
bootstrap,79240101888,36034052096,35417292800.0,15243673600.0,7187660800.0,12985958400.0,876438233.8181818,876438233.8181818,11,50,2,17203200,0.7445754675945838,18.1336539136,545383,159668,18.878229381194583,705051
bootstrap,79240101888,36034052096,35417292800.0,15243673600.0,7187660800.0,12985958400.0,803406057.3333333,803406057.3333333,12,50,2,17203200,0.7445754675945838,18.1336539136,545383,174183,18.878229381194583,719566
bootstrap,79240101888,36034052096,35417292800.0,15243673600.0,7187660800.0,12985958400.0,741609600.3076923,741609600.3076923,13,50,2,17203200,0.7445754675945838,18.1336539136,545383,188698,18.878229381194583,734081
bootstrap,79240101888,36034052096,35417292800.0,15243673600.0,7187660800.0,12985958400.0,688641208.5714285,688641208.5714285,14,50,2,17203200,0.7445754675945838,18.1336539136,545383,203213,18.878229381194583,748596
bootstrap,79240101888,36034052096,35417292800.0,15243673600.0,7187660800.0,12985958400.0,642735269.0666666,642735269.0666666,15,50,2,17203200,0.7445754675945838,18.1336539136,545383,217728,18.878229381194583,763111
bootstrap,99495313408,44837502976,49287987200.0,19189760000.0,9825484800.0,20272742400.0,1210772331.2,1210772331.2,10,50,3,13107200,0.9267499768059042,25.2354494464,387810,145152,26.1621994232059,532962
bootstrap,99495313408,44837502976,49287987200.0,19189760000.0,9825484800.0,20272742400.0,1100707896.0,1100707896.0,11,50,3,13107200,0.9267499768059042,25.2354494464,387810,159668,26.1621994232059,547478
bootstrap,99495313408,44837502976,49287987200.0,19189760000.0,9825484800.0,20272742400.0,1008987533.3333334,1008987533.3333334,12,50,3,13107200,0.9267499768059042,25.2354494464,387810,174183,26.1621994232059,561993
bootstrap,99495313408,44837502976,49287987200.0,19189760000.0,9825484800.0,20272742400.0,931377995.6923076,931377995.6923076,13,50,3,13107200,0.9267499768059042,25.2354494464,387810,188698,26.1621994232059,576508
bootstrap,99495313408,44837502976,49287987200.0,19189760000.0,9825484800.0,20272742400.0,864855534.8571429,864855534.8571429,14,50,3,13107200,0.9267499768059042,25.2354494464,387810,203213,26.1621994232059,591023
bootstrap,99495313408,44837502976,49287987200.0,19189760000.0,9825484800.0,20272742400.0,807202735.4666667,807202735.4666667,15,50,3,13107200,0.9267499768059042,25.2354494464,387810,217728,26.1621994232059,605538
bootstrap,116508065792,52094828544,62113382400.0,22375628800.0,12232294400.0,27505459200.0,1417975823.1999998,1417975823.1999998,10,50,4,10649600,1.077023819162325,31.8020517888,315107,145152,32.87907560796232,460259
bootstrap,116508065792,52094828544,62113382400.0,22375628800.0,12232294400.0,27505459200.0,1289075745.818182,1289075745.818182,11,50,4,10649600,1.077023819162325,31.8020517888,315107,159668,32.87907560796232,474775
bootstrap,116508065792,52094828544,62113382400.0,22375628800.0,12232294400.0,27505459200.0,1181659014.6666665,1181659014.6666665,12,50,4,10649600,1.077023819162325,31.8020517888,315107,174183,32.87907560796232,489290
bootstrap,116508065792,52094828544,62113382400.0,22375628800.0,12232294400.0,27505459200.0,1090767934.4615386,1090767934.4615386,13,50,4,10649600,1.077023819162325,31.8020517888,315107,188698,32.87907560796232,503805
bootstrap,116508065792,52094828544,62113382400.0,22375628800.0,12232294400.0,27505459200.0,1012861294.285714,1012861294.285714,14,50,4,10649600,1.077023819162325,31.8020517888,315107,203213,32.87907560796232,518320
bootstrap,116508065792,52094828544,62113382400.0,22375628800.0,12232294400.0,27505459200.0,945342206.1333334,945342206.1333334,15,50,4,10649600,1.077023819162325,31.8020517888,315107,217728,32.87907560796232,532835
bootstrap,131997761536,58629029888,74451353600.0,25177292800.0,14523596800.0,34750464000.0,1606663756.8000002,1606663756.8000002,10,50,5,9011200,1.2123757308894287,38.1190930432,266627,145152,39.33146877408943,411779
bootstrap,131997761536,58629029888,74451353600.0,25177292800.0,14523596800.0,34750464000.0,1460611269.8181818,1460611269.8181818,11,50,5,9011200,1.2123757308894287,38.1190930432,266627,159668,39.33146877408943,426295
bootstrap,131997761536,58629029888,74451353600.0,25177292800.0,14523596800.0,34750464000.0,1338900864.0,1338900864.0,12,50,5,9011200,1.2123757308894287,38.1190930432,266627,174183,39.33146877408943,440810
bootstrap,131997761536,58629029888,74451353600.0,25177292800.0,14523596800.0,34750464000.0,1235915136.0,1235915136.0,13,50,5,9011200,1.2123757308894287,38.1190930432,266627,188698,39.33146877408943,455325
bootstrap,131997761536,58629029888,74451353600.0,25177292800.0,14523596800.0,34750464000.0,1147641654.8571427,1147641654.8571427,14,50,5,9011200,1.2123757308894287,38.1190930432,266627,203213,39.33146877408943,469840
bootstrap,131997761536,58629029888,74451353600.0,25177292800.0,14523596800.0,34750464000.0,1071137971.2,1071137971.2,15,50,5,9011200,1.2123757308894287,38.1190930432,266627,217728,39.33146877408943,484355
bootstrap,146342543360,64670924800,85748940800.0,27538227200.0,16578969600.0,41631744000.0,1781426928.8000002,1781426928.8000002,10,50,6,7372800,1.337536435344642,43.9034576896,202566,145152,45.24099412494464,347718
bootstrap,146342543360,64670924800,85748940800.0,27538227200.0,16578969600.0,41631744000.0,1619487919.6363635,1619487919.6363635,11,50,6,7372800,1.337536435344642,43.9034576896,202566,159668,45.24099412494464,362234
bootstrap,146342543360,64670924800,85748940800.0,27538227200.0,16578969600.0,41631744000.0,1484538745.3333333,1484538745.3333333,12,50,6,7372800,1.337536435344642,43.9034576896,202566,174183,45.24099412494464,376749
bootstrap,146342543360,64670924800,85748940800.0,27538227200.0,16578969600.0,41631744000.0,1370350982.4615383,1370350982.4615383,13,50,6,7372800,1.337536435344642,43.9034576896,202566,188698,45.24099412494464,391264
bootstrap,146342543360,64670924800,85748940800.0,27538227200.0,16578969600.0,41631744000.0,1272475757.142857,1272475757.142857,14,50,6,7372800,1.337536435344642,43.9034576896,202566,203213,45.24099412494464,405779
bootstrap,146342543360,64670924800,85748940800.0,27538227200.0,16578969600.0,41631744000.0,1187650561.8666668,1187650561.8666668,15,50,6,7372800,1.337536435344642,43.9034576896,202566,217728,45.24099412494464,420294
